Snowy Mountains

Area 1
,Large Barrel,大タル,Large Barrel,-,Medium,
,Wyvernshroom,竜茸,Wyvernshroom,200 Pts,Medium,
,Old Pickaxe,ボロピッケル,Old Pickaxe,-,Medium,
,Glitter Mushroom,キラメキノコ,Pikashrooms,800 Pts,Low,

Gathering Point 2,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Crag S Lv1,LV1 徹甲榴弾,Crag S Lv1,-,Medium,Infinite
,Flaming S,火炎弾,Flaming S,-,Medium,
,Crag S Lv2,LV2 徹甲榴弾,Crag S Lv2,-,Medium,
,Paint S,ペイント弾,Paint S,-,Low,

Gathering Point 3,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Fire Herb,火薬草,Fire Herb,-,Medium,8
,Hot Pepper,トウガラシ,Hot Pepper,-,Medium,
,Popo Dandelion,タンポポポ,Popo Dandelion,500 Pts,Medium,
,Wyvern Grass,竜草,Wyvern Grass,100 pts,Medium,
,Blangonga Apple,ドドブラリンゴ,Blangonga Apple,1000 Pts,Low,

Gathering Point 4,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Hot Drink,ホットドリンク,Hot Drink,-,Medium,6~8
,Old Bugnet,,Old Bugnet,-,Medium,
,Farcaster,モドリ玉,Farcaster,-,Medium,
,Dragonite (S),竜石【小】,Dragonite(S),100 Pts,Medium,
,Whetstone,砥石,Whetstone,-,Low,
,Blngo Blzrd Ball,ブランゴの大雪玉,Blango Blzrd Ball,200 Pts,Low,
,Paintball,ペイントボール,Paintball,-,Low,
,Bomb Material,素材玉,Bomb Material,-,Low,

Area 8
Gathering Point 1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Pellet S Lv1,LV1 散弾,Pellet S Lv1,-,Medium,Infinite
,Pellet S Lv2,LV2 散弾,Pellet S Lv2,-,Medium,
,Sm Bone Husk,カラ骨【小】,Sm Bone Husk,-,Medium,
,Wyvern Fang,竜の牙,Wyvern Fang,-,Medium,

Gathering Point 2,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Wyvern Grass,竜草,Wyvern Grass,100 Pts ,Medium,3~5
,Popo Dandelion,タンポポポ,Popo Dandelion,500 Pts ,Medium,
,Blngo Blzrd Ball,ブランゴの大雪玉,Blango Blzrd Ball,200 Pts,Medium,
,Blangonga Apple,ドドブラリンゴ,Blangonga Apple,1000 Pts,Low,

Gathering Point 3,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Fire Herb,火薬草,Fire Herb,-,Medium,2~3
,Wyvern Grass,竜草,Wyvern Grass,100 Pts,Medium,
,Dragonite (L),竜石【大】,Dragonite(L),500 Pts,Medium,
,Embroidered Flag,刺繍入りの登頂旗,Embroidered Flag,200 Pts,Low,

Mining Point  1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Pure Wyvern Ore,竜輝石,Pure Wyvern Ore,300 Pts,Medium,Infinite
,Pure Wyvern Ore,竜輝石,Wyvern Ore,100 Pts,Medium,
,Furiamond,フラヒヤモンド,Furiamond Ore,500 Pts,Medium,
,Pokke Quartz,ポッケクォーツ,Pokke Quartz,1000 Pts,Low,

Monsters,Unite Names,Items in Kanji,Patch Names,Points,Carves,% Chance

Anteka,Immunizer,活力剤,Immunizer,-,1,50%
,Raw Meat,生肉,Raw Meat,-,,50%

Giaprey,Thawing Agent,解氷剤,Thawing Agent,-,1,30%
,Rare Steak,生焼け肉,Rare Steak,-,,20%
,Dragonite (S),竜石【小】,Dragonite(S),100 Pts,,20%
,Dragonite (M),竜石【中】,Dragonite(M),300 Pts,,15%
,Dragonite (L),竜石【大】,Dragonite(L),500 Pts,,10%
,Dragonrock,竜岩,Dragonrock,2000 Pts,,5%

Giadrome,Giadrome Thigh,ギアノスのモモ,Giadrome Thigh,1000 Pts,2,55%
,Green Fin,グリーンフィン,Green Fin,1500 Pts,,40%
,Giadrome Jewel,ギアノスの秘玉,Giadrome Jewel,15000 Pts,,5%

Blango,Old Bugnet,ボロ虫あみ,Old Bugnet,-,1,40%
,Dragonite (S),竜石【小】,Dragonite(S),100 Pts,,22%
,Hot Drink,ホットドリンク,Hot Drink,-,,20%
,Dragonite (M),竜石【中】,Dragonite(M),300 Pts,,10%
,Blango Bacon,ブランゴのカルビ,Blango Bacon,800 Pts,,8%

Popo,Well-Done Steak,こんがり肉,Well-Done Steak,-,2,50%
,Raw Meat,生肉,Raw Meat,-,,25%
,Dragonite (S),竜石【小】,Dragonite(S),100 Pts,,18%
,Dragonite (M),竜石【中】,Dragonite(M),300 Pts,,7%
