Old Forest

Area 1
,Mezeporter Topaz,メゼポルトパーズ,Mezeporu Topaz,800 pts,Low,

Mining Point  1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Pure Wyvern Ore,竜輝石,Pure Wyvern Ore,300 pts,Medium,5~6
,Wyvern Ore,竜鉱石,Wyvern Ore,100 pts,Medium,
,GrtForestCrystal,樹海結晶,Forest Crystal,600 pts,Medium,
,Mezeporter Topaz,メゼポルトパーズ,Mezeporu Topaz,800 pts,Low,
,Dragonrock+,上竜岩,Dragonrock+,3000 pts,Low,

Monsters,Unite Names,Items in Kanji,Patch Names,Points,Amount of Carves,% Chance,Unite Shiny Drop,Kanji Shiny Drop,2g Shiny Drop,Points,% Chance

Yian Garuga,GarugaClavclMeat,黒狼鳥のマツバ,Garuga Skin,2000 pts,3,60%,GarugaWhiteLiver,黒狼鳥の白肝,Garuga White Liver,4000 pts,100%
,Garuga Drumstick,黒狼鳥のモミジ,Garuga Tendons,3000 pts,,35%,,,,,
,Garuga Jewel,黒狼鳥の秘玉,Garuga Jewel,20000 pts,,5%,,,,,

Tail,Hard Dragonrock,堅竜岩,Hard Dragonrock,4000 pts,1,90%,,,,,
,Garuga Jewel,黒狼鳥の秘玉,Garuga Jewel,20000 pts,,10%,,,,,

Hornetaur,Gunpowder,爆薬,Gunpowder,-,1,40%,,,,,
,Rathian Fly,竜虫【雌】,Rathian Fly,300 pts,,35%,,,,,
,Power Juice,強走薬,Power Juice,-,,25%,,,,,

Genprey,Raw Meat,生肉,Raw Meat,-,1,30%,,,,,
,Old Pickaxe,ボロピッケル,Old Pickaxe,-,,20%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,20%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300p ts,,15%,,,,,
,Dragonite (L),竜石【大】,Dragonite(L),500 pts,,10%,,,,,
,Dragonrock,竜岩,Dragonrock,2000 pts,,5%,,,,,

Kelbi,Immunizer,活力剤,Immunizer,-,1,50%,,,,,
,Kelbi Horn,ケルビの角,Kelbi Horn,-,,30%,,,,,
,Raw Meat,生肉,Raw Meat,-,,20%,,,,,

Bullfango,Mega Potion,回復薬グレート,Mega Potion,-,1,30%,,,,,
,Flash Bomb,閃光玉,Flash Bomb,-,,25%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,20%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300p ts,,13%,,,,,
,Dragonite (L),竜石【大】,Dragonite(L),500 pts,,8%,,,,,
,Dragonrock,竜岩,Dragonrock,2000 pts,,4%,,,,,

Hermitaur,Dragonite (S),竜石【小】,Dragonite(S),100 pts,1,35%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300p ts,,25%,,,,,
,Power Pill,怪力の丸薬,Power Pill,-,,20%,,,,,
,Armor Pill,忍耐の丸薬,Armor Pill,-,,20%,,,,,
,Dragonite (L),竜石【大】,Dragonite(L),500 pts,,5%,,,,,

Vespoid,Paintball,ペイントボール,Paintball,-,1,35%,,,,,
,Gourmet Steak,こんがり肉Ｇ,Gourmet Steak,-,,25%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,25%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300p ts,,15%,,,,,
