Volcano

Area 1
,Lg Barrel-Bomb,大タル爆弾,Lg Barrel-Bomb,-,Medium,4~6
,Power Juice,強走薬,Power Juice,-,Medium,
,Pure Wyvern Ore,竜輝石,Pure Wyvern Ore,300 pts,Medium,
,Dondorumin,ドンドルマリン,Dondorumin,500 pts,Low,
,Torn Old Book,破かれた古書,Torn Old Book,400 pts,Low,

Area 10
Gathering Point 1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Clust S Lv1,LV1 拡散弾,Clust S Lv1,-,Medium,15~20
,Clust S Lv2,LV2 拡散弾,Clust S Lv2,-,Medium,
,Clust S Lv3,LV3 拡散弾,Clust S Lv3,-,Medium,

Gathering Point 2,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Wyvern Grass,竜草,Wyvern Grass,100 pts,Medium,6~8
,Wyvernshroom,竜茸,Wyvernshroom,200 pts,Medium,
,Pure Wyvern Ore,竜輝石,Pure Wyvern Ore,300 pts,Medium,
,Dragonrock+,上竜岩,Dragonrock+,3000 pts,Low,
,Hard Dragonrock,堅竜岩,Hard Dragonrock,4000 pts,Low,

Mining Point  1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Wyvern Ore,竜鉱石,Wyvern Ore,100 pts,Medium,Infinite
,Pure Wyvern Ore,竜輝石,Pure Wyvern Ore,300 pts,Medium,
,Old Book Scrap,古書の切れ端,Old Book Scrap,300 pts,Low,
,Dondorumin,ドンドルマリン,Dondorumin,500 pts,Low,

Bug Point 1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Rathian Fly,竜虫【雌】,Rathian Fly,300 pts,Medium,6~8
,Rathalos Fly,竜虫【雄】,Rathalos Fly,100 pts,Medium,
,Athena Beetle,オノノコバチ,Athena Beetle,1000 pts,Low,
,Killer Venus,キラービーナス,Killer Venus,500 pts,Low,

Monsters,Unite Names,Items in Kanji,Patch Names,Points,Carves,% Chance,Unite Shiny Drop,Kanji Shiny Drop,2g Shiny Drop,Points,% Chance

Apceros,Well-Done Steak,こんがり肉,Well-Done Steak,-,2,50%,,,,,
,Raw Meat,生肉,Raw Meat,-,,30%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,15%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,,5%,,,,,

Ioprey,Dragonite (M),竜石【中】,Dragonite(M),300 pts,1,45%,,,,,
,Mystery Bone,なぞの骨,Mystery Bone,-,,30%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,20%,,,,,
,Dragonrock,竜岩,Dragonrock,2000 pts,,5%,,,,,

Remobra,Pickaxe Fish,ピッケル活魚,Pickaxe Fish,100 pts,1,50%,,,,,
,Susanofish,スサノウオ,Susanofish,600 pts,,30%,,,,,
,Med Wyvernfish,竜魚【中】,Med Wyvernfish,300 pts,,20%,,,,,

Ceanataur,Bugnet Fish,虫あみ活魚,Bugnet Fish,100 pts,1,40%,,,,,
,Amateratuna,アマテラキス,Amatera Whiting,800 pts,,30%,,,,,
,Med Wyvernfish,竜魚【中】,Med Wyvernfish,300 pts,,30%,,,,,

Gravios,Gravios Wingtip,鎧竜の手羽先,Gravios Wingtip,2000 pts,4,60%,Gravios Giblets,鎧竜のセセリ,Gravios Giblets,3000 pts,100%
,Gravios Giblets,鎧竜のセセリ,Gravios Giblets,3000 pts,,20%,,,,,
,Iron Pickaxe,ピッケル,Iron Pickaxe,-,,15%,,,,,
,Graviscus Bulb,グラビスカス球根,Graviscus Bulb,8000 pts,,5%,,,,,

Tail,Hard Dragonrock,堅竜岩,Hard Dragonrock,4000 pts,2,80%,,,,,
,Teostra Meteor,メテオテスカトル,Teostra Meteor,12000 pts,,10%,,,,,
,Gravios Jewel,鎧竜の秘玉,Gravios Jewel,20000 pts,,10%,,,,,

Iodrome,Purple Crest,パープルヘッド,Purple Crest,2000 pts,2,70%,,,,,
,Mega Juice,強走薬グレート,Mega Juice,-,,20%,,,,,
,Hard Dragonrock,堅竜岩,Hard Dragonrock,4000 pts,,10%,,,,,

Bullfango,Mega Potion,回復薬グレート,Mega Potion,-,1,30%,,,,,
,Flash Bomb,閃光玉,Flash Bomb,-,,25%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,20%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,,13%,,,,,
,Dragonite (L),竜石【大】,Dragonite(L),500 pts,,8%,,,,,
,Dragonrock,竜岩,Dragonrock,2000 pts,,4%,,,,,
