Desert

Area 1
,Wyvern Grass,竜草,Wyvern Grass,100 pts,Medium,4~5
,Bright Mushroom,マブシイタケ,Bright Mushroom,800 pts,Medium,
,Old Pickaxe,ボロピッケル,Old Pickaxe,-,Medium,
,GldBladelessHndl,刃のない黄金の柄,Gold Bladeless Handle,200 pts,Low,

Gathering Point 2,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Cephalos Wtrmeln,ガレオスイカ,Cephalos Watermelon,600 pts,High,3
,Cephadrome Melon,ドスガレオスイカ,Cephadrome Melon,5000 pts,Medium,
,Wyvernshroom,竜茸,Wyvernshroom,200 pts,Medium,

Gathering Point 3,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,GldBladelessHndl,刃のない黄金の柄,Gold Bladeless Handle,200 pts,Medium,2~3
,Pure Wyvern Ore,竜輝石,Pure Wyvern Ore,300 pts,Medium,
,Wyvern Ore,竜鉱石,Wyvern Ore,100 pts,Medium,
,Dragonite (L),竜石【大】,Dragonite(L),500 pts,Medium,
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,Medium,

Bug Point 1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Rathian Fly,竜虫【雌】,Rathian Fly,300 pts,Medium,10
,Rathalos Fly,竜虫【雄】,Rathalos Fly,100 pts,Medium,
,Cricket of Troy,ヘレンオケラー,Cricket of Troy,500 pts,Medium,
,GiantStagBeetle,オオオクワガタ,Grand Beetle,800 pts,Low,

Area 9
Gathering Point 1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Pierce S Lv1,LV1 貫通弾,Pierce S Lv1,-,Medium,Infinite
,Pierce S Lv2,LV2 貫通弾,Pierce S Lv2,-,Medium,
,Pierce S Lv3,LV3 貫通弾,Pierce S Lv3,-,Medium,
,Velociprey Fang,ランポスの牙,Velociprey Fang,-,Low,
,Wyvern Grass,竜草,Wyvern Grass,100 pts,Low,

Gathering Point 2,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Power Coating,強撃ビン,PowerCoating,-,Medium,15~20
,Poison S Lv1,LV1 毒弾,Poison S Lv1,-,Medium,
,ParalysisCoating,麻痺ビン,Para Coating,-,Medium,
,Wyvernshroom,竜茸,Wyvernshroom,200 pts,Low,

Gathering Point 3,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Sonic Bomb,音爆弾,Sonic Bomb,-,Medium,5
,Lg Barrel-Bomb,大タル爆弾,Lg Barrel-Bomb,-,Medium,
,Old Bugnet,ボロ虫あみ,Old Bugnet,-,Medium,
,Shock Trap,シビレ罠,Shock Trap,-,Low,
,Farcaster,モドリ玉,Farcaster,-,Low,
,Dragokurium,ドラコクルムアイ,Dragokurium,500 pts,Low,
,Bright Mushroom,マブシイタケ,Bright Mushroom,800 pts,Low,

Gathering Point 4,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Armor Pill,忍耐の丸薬,Armor Pill,-,Medium,4~5
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,Medium,
,Mega Demondrug,鬼人薬グレート,Mega Demondrug,-,Medium,
,Hndlelss Gld Bld,柄のない黄金の刃,Handless Gold Blade,300 pts,Low,
,Powertalon,力の爪,Powertalon,-,Low,

Area 10
Gathering Point 1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Hard Dragonrock,堅竜岩,Hard Dragonrock,4000 pts,Medium,1
,Eldr Drgn Fossil,古龍の化石,Elder Dragon Fossil,9000 pts,Medium,

Gathering Point 2,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Poison Coating,毒ビン,PoisonCoatng,-,Medium,Infinite
,Poison S Lv1,LV1 毒弾,Poison S Lv1,-,Medium,
,ParalysisCoating,麻痺ビン,Para Coating,-,Medium,
,Para S Lv1,LV1 麻痺弾,Para S Lv1,-,Medium,

Gathering Point 3,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Power Juice,強走薬,Power Juice,-,Medium,1~2
,Old Bugnet,ボロ虫あみ,Old Bugnet,-,Medium,

Mining Point  1,Unite Names,Items in Kanji,Patch Names,Points,Chances,Frequency

,Pure Wyvern Ore,竜輝石,Pure Wyvern Ore,300 pts,Medium,5~6
,Wyvern Ore,竜鉱石,Wyvern Ore,100 pts,Medium,
,Dragokurium,ドラコクルムアイ,Dragokurium,500 pts,Medium,
,Sekumaeya Pearl,セクメーアパール,Sekumaeya Pearl,1000 pts,Low,
,Hndlelss Gld Bld,柄のない黄金の刃,Handless Gold Blade,300 pts,Low,
,Cephadrome Melon,ドスガレオスイカ,Cephadrome Melon,5000 pts,Low,

Monsters,Unite Names,Items in Kanji,Patch Names,Points,Carves,% Chance,Unite Shiny Drop,Kanji Shiny Drop,2g Shiny Drop,Points,% Chance

Apceros,Well-Done Steak,こんがり肉,Well-Done Steak,-,2,50%,,,,,
,Raw Meat,生肉,Raw Meat,-,,30%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,15%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,,5%,,,,,

Cephalos,Cephalos Roe,魚竜の白子,Cephalos Roe,700 pts,1,70%,,,,,
,Old Bugnet,ボロ虫あみ,Old Bugnet,-,,20%,,,,,
,Dragonrock,竜岩,Dragonrock,2000 pts,,10%,,,,,

Genprey,Raw Meat,生肉,Raw Meat,-,1,30%,,,,,
,Old Pickaxe,ボロピッケル,Old Pickaxe,-,,20%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts,,20%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,,15%,,,,,
,Dragonite (L),竜石【大】,Dragonite(L),500 pts,,10%,,,,,
,Dragonrock,竜岩,Dragonrock,2000 pts,,5%,,,,,

Daimyo Hermitaur,Daimyo Legs,盾蟹のボウニク,Daimyo legs,2000 pts,3,60%,Hermitaur Brains,ザザミソブイ,Hermitaur Brains,3000 pts,100%
,Hermitaur Brains,ザザミソブイ,Hermitaur Brains,3000 pts,,35%,,,,,
,Daimyo Jewel,盾蟹の秘玉,Daimyo Jewel,18000 pts,,5%,,,,,
,,,,,,,Small Wyvernfish,竜魚【小】,Small Wyvernfish,100 pts,40%
Melynx,-,-,-,-,-,-,Felvine,マタタビ,Felvine,-,30%
,,,,,,,Med Wyvernfish,竜魚【中】,Med Wyvernfish,300 pts,25%
,,,,,,,Large Wyvernfish,竜魚【大】,Lrg Wyvernfish,500 pts,5%

Hermitaur,Dragonite (S),竜石【小】,Dragonite(S),100 pts ,1,30%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,,25%,,,,,
,Power Seed,怪力の種,Power Seed,-,,20%,,,,,
,Armor Seed,忍耐の種,Armor Seed,-,,20%,,,,,
,Dragonite (L),竜石【大】,Dragonite(L),500 pts,,5%,,,,,

Vespoid,Paintball,ペイントボール,Paintball,-,1,35%,,,,,
,Gourmet Steak,こんがり肉Ｇ,Gourmet Steak,-,,25%,,,,,
,Dragonite (S),竜石【小】,Dragonite(S),100 pts ,,25%,,,,,
,Dragonite (M),竜石【中】,Dragonite(M),300 pts,,15%,,,,,
